0.721;0.2306;0.167;0.2266;0.1834;0.1948;0.2214;0.187;0.2542;0.2026;0.4828;0.455;0.2178;0.167;0.1954;0.4326;0.312;0.2204;0.1816;0.2118;0.24;0.167;0.2122;0.369;0.4494;0.214;0.3298;0.2804;0.287;0.167;0.207;0.4678;0.1848;0.167;0.167;0.2466;0.1806;0.167;0.167;0.2062;0.2216;0.2262;0.4524;0.3182;0.4008;0.2242;0.2132;0.2078;0.187;0.2254;0.412;0.2224;0.4996;0.167;0.2404;0.167;0.231;0.2224;0.2216;0.2914;0.167;0.2062;0.2052;0.2888;0.2138;0.2062;0.167;0.3462;0.1998;0.267;0.4144;0.2216;0.2222;0.2834;0.2134;0.167;0.167;0.167;0.4188;0.202;0.3582;0.288;0.2156;0.167;0.1932;0.167;0.2156;0.4916;0.167;0.2258;0.1848;0.167;0.1822;0.227;0.242;0.2726;0.2454;0.167;0.1806;0.2084;0.167;0.2152;0.2892;0.215;0.187;0.2062;0.2172;0.5054;0.167;0.1822;0.4306;0.197;0.167;0.2718;0.2426;0.2154;0.167;0.1892;0.167;0.2316;0.1968;0.2584;0.1834;0.167;0.2652;0.225;0.213;0.3214;0.2778;0.1896;0.266;0.2726;0.3642;0.1862;0.219;0.167;0.3672;0.4524;0.167;0.1842;0.167;0.2358;0.167;0.2044;0.3364;0.167;0.1848;0.2408;0.2274;0.1842;0.1972;0.1812;0.1922;0.223;0.2296;0.2394;0.1862;0.2168;0.4834;0.2384;0.2426;0.2062;0.398;0.202;0.2088;0.167;0.2746;0.246;0.4188;0.167;0.264;0.3094;0.2144;0.289;0.167;0.2034;0.5108;0.2112;0.179;0.2062;0.2048;0.2354;0.284;0.2476;0.2874;0.2494;0.167;0.2342;0.167;0.2502;0.2332;0.167;0.167;0.19;0.3192;0.245;0.167;0.204;0.2746;0.4122;0.1886;0.269;0.244;0.2054;0.3052;0.2696;0.2192;0.3414;0.167;0.2148;0.2408;0.167;0.248;0.167;0.167;0.2738;0.1862;0.167;0.167;0.167;0.208;0.273;0.2134;0.167;0.167;0.167;0.2094;0.2662;0.3316;0.2414;0.167
0.2306;0.6526;0.167;0.1872;0.167;0.184;0.2048;0.1938;0.2132;0.3582;0.1808;0.1978;0.2974;0.2156;0.1858;0.2384;0.2404;0.224;0.167;0.167;0.2686;0.2246;0.1978;0.1984;0.2592;0.1872;0.1946;0.1824;0.3434;0.167;0.167;0.1872;0.167;0.167;0.1938;0.287;0.167;0.167;0.1978;0.167;0.1872;0.2358;0.2288;0.1832;0.2194;0.2294;0.233;0.267;0.167;0.2332;0.2416;0.1978;0.184;0.167;0.2048;0.167;0.167;0.2178;0.2646;0.2158;0.218;0.1938;0.2008;0.3794;0.221;0.167;0.167;0.219;0.184;0.2322;0.2586;0.2254;0.3174;0.2294;0.1824;0.2974;0.2026;0.167;0.251;0.1978;0.1858;0.2724;0.167;0.2286;0.167;0.167;0.239;0.2262;0.3522;0.21;0.1872;0.167;0.2342;0.2342;0.2544;0.2628;0.167;0.167;0.2336;0.167;0.167;0.1946;0.2248;0.196;0.167;0.167;0.1872;0.2456;0.2474;0.2074;0.204;0.2038;0.167;0.1872;0.2526;0.1872;0.167;0.167;0.167;0.2038;0.167;0.167;0.167;0.167;0.2824;0.22;0.2316;0.2414;0.3098;0.276;0.167;0.2628;0.2026;0.2178;0.1848;0.167;0.2786;0.1942;0.167;0.2178;0.2286;0.2926;0.2388;0.1988;0.2104;0.167;0.2148;0.23;0.2402;0.167;0.167;0.273;0.317;0.167;0.2508;0.2862;0.2046;0.2382;0.2532;0.1872;0.2084;0.167;0.2474;0.167;0.2026;0.2048;0.2288;0.2076;0.2322;0.167;0.167;0.27;0.167;0.167;0.167;0.2744;0.1818;0.167;0.2162;0.167;0.2206;0.167;0.2472;0.191;0.319;0.2522;0.191;0.2092;0.2036;0.1858;0.1888;0.167;0.167;0.1978;0.273;0.2534;0.2324;0.2366;0.167;0.201;0.1996;0.268;0.2052;0.2232;0.2204;0.2514;0.167;0.167;0.167;0.167;0.291;0.2028;0.277;0.167;0.1938;0.2186;0.2178;0.167;0.2554;0.167;0.2838;0.1824;0.1824;0.2076;0.1978;0.167;0.167;0.1782;0.2394;0.1872;0.167
0.167;0.167;1;0.3182;0.3302;0.2934;0.167;0.367;0.167;0.167;0.167;0.167;0.167;0.167;0.3086;0.167;0.167;0.2586;0.167;0.3182;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.567;0.567;0.167;0.3458;0.367;0.367;0.167;0.167;0.3978;0.3978;0.367;0.167;0.167;0.167;0.167;0.167;0.167;0.239;0.167;0.367;0.167;0.167;0.3978;0.167;0.367;0.3978;0.167;0.167;0.2702;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;1;0.167;0.167;0.167;0.167;0.2614;0.167;0.167;0.167;0.167;0.167;0.367;0.167;0.3458;0.167;0.167;0.3302;0.167;0.167;0.567;0.2302;0.167;0.167;0.167;0.3458;0.4498;0.167;0.2542;0.167;0.167;0.3978;0.567;0.167;0.167;0.4498;0.167;0.167;0.167;0.367;0.367;0.3458;0.167;0.167;0.3182;0.167;0.167;0.367;0.3182;0.167;0.3302;0.567;0.167;0.567;0.167;0.3182;0.167;0.3978;0.567;0.167;0.2378;0.2302;0.167;0.167;0.167;0.3458;0.167;0.167;0.167;0.3002;0.3978;0.2278;0.167;0.567;0.167;0.167;0.167;0.167;0.167;0.167;0.4498;0.167;0.2542;0.167;0.167;0.367;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.367;0.167;0.3458;0.3086;0.167;0.167;0.167;0.167;0.4498;0.167;0.167;0.3302;0.167;0.3978;0.167;0.167;0.3302;0.167;0.367;0.367;0.3978;0.167;0.3458;0.167;0.167;0.167;0.167;0.167;0.3086;0.167;1;0.567;0.3978;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.2738;0.167;0.167
0.2266;0.1872;0.3182;0.6814;0.383;0.3486;0.167;0.2724;0.1866;0.167;0.2068;0.1866;0.2642;0.167;0.3542;0.2672;0.1872;0.2168;0.1956;0.374;0.2008;0.167;0.167;0.1996;0.2032;0.2008;0.2094;0.167;0.2254;0.2426;0.3182;0.1922;0.4036;0.2048;0.2426;0.251;0.1938;0.2106;0.2542;0.2048;0.1922;0.1888;0.2408;0.2126;0.212;0.1966;0.1806;0.188;0.2048;0.1888;0.2196;0.3076;0.191;0.2804;0.264;0.1978;0.2286;0.1866;0.2364;0.1854;0.2148;0.167;0.167;0.3036;0.2436;0.167;0.3182;0.167;0.209;0.1872;0.2496;0.1848;0.2174;0.167;0.1888;0.167;0.167;0.2048;0.2394;0.2444;0.167;0.209;0.1978;0.167;0.2174;0.2426;0.221;0.209;0.167;0.2256;0.2918;0.2204;0.167;0.1834;0.1956;0.2348;0.2106;0.2426;0.167;0.2048;0.2204;0.206;0.167;0.208;0.2048;0.2048;0.258;0.2148;0.167;0.3386;0.2322;0.1844;0.2804;0.31;0.2242;0.286;0.2426;0.167;0.2426;0.2392;0.1956;0.167;0.2414;0.2426;0.167;0.2458;0.2422;0.2018;0.1898;0.188;0.2008;0.2348;0.293;0.2048;0.3396;0.2106;0.2146;0.1858;0.2426;0.167;0.167;0.1938;0.167;0.212;0.248;0.2204;0.167;0.1834;0.2546;0.2316;0.3662;0.167;0.191;0.1956;0.167;0.3354;0.167;0.1922;0.2546;0.2196;0.188;0.2048;0.2754;0.2008;0.3212;0.167;0.1938;0.2246;0.2042;0.2204;0.167;0.1828;0.2264;0.2204;0.2106;0.2348;0.212;0.2246;0.2138;0.2048;0.2724;0.2542;0.1888;0.3542;0.2302;0.1854;0.2008;0.1898;0.167;0.5946;0.1978;0.3182;0.2426;0.2106;0.206;0.213;0.1956;0.215;0.167;0.279;0.188;0.219;0.167;0.184;0.2008;0.1866;0.2008;0.215;0.2048;0.1978;0.188;0.191;0.167;0.1938;0.167;0.2182;0.2048;0.2008;0.167;0.2048;0.191;0.1866;0.1888;0.2246;0.167;0.167;0.2224;0.203;0.293;0.2242;0.2008
0.1834;0.167;0.3302;0.383;0.6338;0.4246;0.167;0.3174;0.188;0.167;0.1888;0.167;0.2246;0.167;0.427;0.2218;0.167;0.238;0.167;0.3596;0.167;0.167;0.167;0.1862;0.2078;0.167;0.2126;0.2142;0.167;0.2486;0.2486;0.167;0.3862;0.2078;0.2078;0.2018;0.167;0.2142;0.2142;0.2078;0.167;0.167;0.254;0.2162;0.1834;0.167;0.2026;0.1896;0.2078;0.167;0.1812;0.2142;0.167;0.3366;0.272;0.167;0.167;0.2138;0.1862;0.2018;0.1928;0.167;0.167;0.1966;0.2482;0.167;0.3302;0.167;0.167;0.184;0.2054;0.1862;0.167;0.167;0.1916;0.167;0.167;0.2078;0.1834;0.2036;0.1958;0.1896;0.2004;0.167;0.1942;0.2486;0.2154;0.167;0.167;0.167;0.2036;0.2248;0.167;0.1848;0.167;0.1852;0.2142;0.2486;0.167;0.167;0.2248;0.167;0.1836;0.1928;0.2078;0.2078;0.2962;0.184;0.167;0.3214;0.1958;0.167;0.3302;0.3214;0.167;0.2004;0.2486;0.167;0.2486;0.1858;0.1978;0.167;0.2142;0.2486;0.167;0.2522;0.2438;0.1862;0.167;0.167;0.2036;0.1852;0.303;0.167;0.4034;0.2142;0.1794;0.167;0.2486;0.167;0.167;0.167;0.167;0.1928;0.2106;0.2248;0.237;0.1848;0.245;0.167;0.4128;0.167;0.167;0.167;0.167;0.167;0.167;0.1916;0.1862;0.167;0.167;0.2078;0.3064;0.2036;0.3046;0.167;0.167;0.188;0.167;0.2248;0.167;0.184;0.2004;0.298;0.2142;0.1862;0.167;0.2004;0.1916;0.2078;0.3174;0.2142;0.167;0.3638;0.167;0.2104;0.167;0.167;0.167;0.3112;0.167;0.3302;0.2486;0.2142;0.167;0.167;0.167;0.1916;0.167;0.2018;0.167;0.1868;0.167;0.167;0.2062;0.167;0.2036;0.167;0.167;0.2004;0.2094;0.1958;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.188;0.2774;0.1916;0.167;0.167;0.167;0.2266;0.2446;0.2342;0.167;0.167
0.1948;0.184;0.2934;0.3486;0.4246;0.6626;0.167;0.362;0.2288;0.167;0.167;0.167;0.2568;0.1852;0.6532;0.1982;0.167;0.2416;0.167;0.324;0.167;0.167;0.167;0.182;0.2048;0.167;0.203;0.1888;0.1786;0.2302;0.2934;0.167;0.3476;0.1986;0.1986;0.2252;0.167;0.2036;0.2036;0.1986;0.167;0.167;0.2126;0.1898;0.167;0.167;0.2034;0.1824;0.1986;0.167;0.1912;0.2036;0.167;0.341;0.257;0.167;0.1928;0.2236;0.2102;0.167;0.167;0.167;0.187;0.2174;0.2492;0.167;0.2934;0.182;0.188;0.1828;0.2326;0.2132;0.188;0.167;0.186;0.167;0.167;0.1986;0.1822;0.1952;0.1938;0.188;0.2186;0.167;0.1922;0.2302;0.2166;0.167;0.167;0.167;0.2236;0.2118;0.167;0.2104;0.167;0.1812;0.2036;0.2302;0.167;0.167;0.2118;0.167;0.1824;0.167;0.1986;0.1986;0.3334;0.1828;0.167;0.2912;0.2046;0.2142;0.268;0.3816;0.167;0.2186;0.2302;0.167;0.2302;0.1844;0.191;0.167;0.2294;0.2302;0.167;0.2612;0.2412;0.1848;0.186;0.186;0.1952;0.1812;0.2846;0.2268;0.6112;0.2036;0.1964;0.167;0.2302;0.167;0.2036;0.167;0.167;0.167;0.188;0.2118;0.167;0.2092;0.2466;0.167;0.3778;0.167;0.2328;0.167;0.167;0.167;0.167;0.207;0.1848;0.191;0.167;0.1986;0.2208;0.1952;0.2792;0.2118;0.167;0.1988;0.1824;0.2118;0.167;0.1828;0.2168;0.2276;0.2036;0.1982;0.167;0.1928;0.167;0.1986;0.362;0.24;0.1852;0.4242;0.2008;0.1854;0.167;0.167;0.167;0.2876;0.167;0.2934;0.2302;0.2402;0.1834;0.1804;0.167;0.1898;0.167;0.2234;0.167;0.167;0.1952;0.167;0.184;0.167;0.167;0.167;0.167;0.167;0.2064;0.167;0.167;0.167;0.167;0.2124;0.2268;0.167;0.167;0.167;0.1866;0.1866;0.186;0.167;0.167;0.167;0.167;0.167;0.266;0.191;0.167
0.2214;0.2048;0.167;0.167;0.167;0.167;0.6614;0.167;0.167;0.167;0.2426;0.167;0.2066;0.167;0.167;0.2452;0.167;0.1954;0.3626;0.167;0.234;0.167;0.167;0.2598;0.1836;0.167;0.1872;0.1862;0.2058;0.167;0.167;0.167;0.167;0.167;0.167;0.2114;0.2612;0.167;0.167;0.167;0.167;0.167;0.283;0.167;0.2494;0.3136;0.191;0.3468;0.167;0.167;0.2026;0.167;0.167;0.167;0.2054;0.274;0.167;0.167;0.167;0.3994;0.167;0.167;0.3878;0.2546;0.167;0.5202;0.167;0.167;0.1854;0.181;0.2532;0.196;0.1892;0.2494;0.2694;0.167;0.167;0.167;0.1812;0.167;0.217;0.2258;0.167;0.167;0.3086;0.167;0.2272;0.167;0.167;0.1846;0.167;0.167;0.167;0.1956;0.219;0.182;0.2004;0.167;0.167;0.167;0.167;0.1984;0.356;0.2368;0.167;0.167;0.167;0.167;0.167;0.167;0.2502;0.1862;0.2336;0.167;0.167;0.167;0.167;0.167;0.167;0.2026;0.167;0.167;0.167;0.167;0.288;0.1906;0.2174;0.1836;0.2308;0.1872;0.1942;0.182;0.1906;0.2934;0.167;0.167;0.2808;0.24;0.167;0.167;0.167;0.1906;0.1968;0.167;0.2714;0.167;0.167;0.1944;0.167;0.2536;0.167;0.1906;0.188;0.441;0.5198;0.2208;0.249;0.2128;0.1828;0.3634;0.2026;0.167;0.213;0.167;0.167;0.167;0.167;0.3468;0.1832;0.167;0.167;0.1964;0.167;0.167;0.167;0.1828;0.167;0.167;0.1872;0.167;0.2024;0.167;0.44;0.167;0.1848;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.2054;0.2966;0.1942;0.1892;0.167;0.2416;0.2454;0.2138;0.167;0.2136;0.3032;0.2014;0.2618;0.2104;0.3084;0.2536;0.1994;0.267;0.1874;0.267;0.167;0.2448;0.2934;0.2824;0.2054;0.3084;0.167;0.3216;0.2694;0.167;0.167;0.3954;0.2438;0.3016;0.167;0.1938;0.2024
0.187;0.1938;0.367;0.2724;0.3174;0.362;0.167;0.567;0.273;0.167;0.167;0.167;0.2274;0.1928;0.3604;0.187;0.1938;0.2702;0.167;0.3116;0.167;0.167;0.167;0.167;0.1894;0.2008;0.167;0.167;0.2056;0.267;0.267;0.167;0.3318;0.217;0.217;0.231;0.167;0.2248;0.2826;0.217;0.2048;0.2292;0.186;0.194;0.2048;0.2124;0.243;0.2164;0.217;0.2274;0.2018;0.2248;0.167;0.2618;0.2956;0.167;0.167;0.1928;0.1894;0.1886;0.1952;0.167;0.167;0.254;0.2412;0.167;0.367;0.167;0.2788;0.2332;0.2116;0.253;0.2078;0.167;0.2216;0.167;0.2382;0.3248;0.227;0.2696;0.167;0.1948;0.2078;0.167;0.1968;0.267;0.2426;0.1918;0.167;0.1948;0.2118;0.2378;0.167;0.2688;0.2048;0.2094;0.2248;0.267;0.167;0.167;0.2378;0.167;0.167;0.2094;0.217;0.217;0.501;0.2254;0.167;0.2386;0.1986;0.167;0.2618;0.3778;0.2048;0.2078;0.267;0.167;0.267;0.2106;0.2048;0.167;0.2656;0.267;0.167;0.2708;0.2612;0.167;0.167;0.167;0.2118;0.2094;0.2266;0.167;0.3434;0.2248;0.1984;0.167;0.267;0.167;0.167;0.2004;0.167;0.2268;0.1948;0.2378;0.167;0.2448;0.2544;0.167;0.2956;0.2024;0.167;0.167;0.167;0.167;0.167;0.2306;0.188;0.167;0.1928;0.217;0.2374;0.2118;0.2322;0.167;0.2024;0.2128;0.1912;0.2378;0.167;0.167;0.2456;0.167;0.2248;0.2522;0.167;0.2078;0.194;0.217;0.377;0.2248;0.167;0.3916;0.167;0.22;0.167;0.1972;0.167;0.234;0.2078;0.367;0.267;0.3342;0.167;0.2016;0.167;0.2306;0.167;0.2474;0.167;0.1912;0.191;0.1894;0.19;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.226;0.167;0.167;0.211;0.167;0.167;0.167;0.167;0.221;0.167;0.2216;0.167;0.167;0.167;0.167;0.167;0.2204;0.2048;0.167
0.2542;0.2132;0.167;0.1866;0.188;0.2288;0.167;0.273;0.6914;0.167;0.1964;0.2016;0.167;0.167;0.225;0.1914;0.2728;0.2148;0.167;0.188;0.167;0.167;0.167;0.1788;0.267;0.167;0.248;0.2266;0.2402;0.167;0.167;0.1898;0.19;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.4424;0.5356;0.2018;0.1982;0.1786;0.2902;0.216;0.1982;0.167;0.49;0.2344;0.2096;0.186;0.2226;0.281;0.167;0.167;0.1834;0.167;0.2066;0.186;0.1972;0.1834;0.2446;0.1984;0.167;0.167;0.167;0.2124;0.4534;0.271;0.216;0.167;0.1852;0.1994;0.167;0.167;0.167;0.232;0.167;0.2368;0.2148;0.167;0.167;0.1842;0.167;0.2024;0.1838;0.167;0.18;0.167;0.167;0.167;0.2138;0.167;0.215;0.1972;0.167;0.167;0.167;0.167;0.1926;0.2032;0.3074;0.167;0.167;0.2516;0.2284;0.167;0.167;0.2654;0.1808;0.167;0.2518;0.1866;0.167;0.167;0.167;0.167;0.3922;0.167;0.2018;0.167;0.167;0.167;0.2192;0.2024;0.2184;0.219;0.167;0.1916;0.215;0.2074;0.167;0.2186;0.167;0.2766;0.2132;0.167;0.167;0.167;0.2044;0.167;0.2024;0.27;0.167;0.167;0.21;0.2062;0.167;0.206;0.167;0.1834;0.1866;0.167;0.1852;0.1884;0.167;0.2158;0.2094;0.2116;0.167;0.2206;0.167;0.167;0.167;0.2066;0.2244;0.1966;0.167;0.167;0.2176;0.167;0.19;0.167;0.2134;0.1838;0.1852;0.1826;0.167;0.217;0.2018;0.2142;0.2594;0.2552;0.5576;0.167;0.4356;0.167;0.1852;0.4334;0.167;0.167;0.2316;0.2008;0.167;0.167;0.1826;0.167;0.2014;0.1838;0.2816;0.167;0.167;0.2034;0.167;0.167;0.2378;0.167;0.167;0.2082;0.167;0.1994;0.167;0.167;0.2428;0.167;0.167;0.167;0.167;0.2092;0.1804;0.1994;0.167;0.167;0.167;0.167;0.1796;0.2566;0.2094;0.167
0.2026;0.3582;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.887;0.167;0.167;0.256;0.1968;0.167;0.167;0.167;0.2082;0.2008;0.167;0.5106;0.6488;0.2302;0.167;0.2566;0.207;0.167;0.167;0.2362;0.167;0.167;0.167;0.167;0.167;0.167;0.4078;0.1986;0.167;0.167;0.167;0.167;0.167;0.167;0.167;0.1848;0.1846;0.199;0.167;0.167;0.167;0.1982;0.167;0.167;0.167;0.167;0.2036;0.2036;0.167;0.329;0.167;0.1952;0.167;0.2234;0.3614;0.1856;0.167;0.167;0.167;0.1952;0.167;0.1942;0.209;0.2564;0.167;0.1928;0.2702;0.2604;0.167;0.2026;0.167;0.167;0.1928;0.167;0.2186;0.167;0.167;0.1954;0.2166;0.3734;0.3158;0.167;0.167;0.5596;0.2062;0.503;0.187;0.167;0.167;0.4618;0.2186;0.167;0.19;0.2426;0.167;0.167;0.167;0.167;0.167;0.3014;0.167;0.167;0.2286;0.167;0.167;0.459;0.167;0.167;0.2702;0.167;0.167;0.167;0.167;0.167;0.167;0.4036;0.1986;0.1954;0.167;0.3158;0.329;0.167;0.187;0.2266;0.2118;0.167;0.167;0.3102;0.167;0.167;0.4306;0.3734;0.2266;0.207;0.1918;0.167;0.167;0.167;0.2062;0.1852;0.207;0.167;0.2402;0.471;0.167;0.205;0.5126;0.167;0.1968;0.209;0.1952;0.19;0.167;0.167;0.167;0.167;0.2934;0.167;0.213;0.2538;0.167;0.167;0.2418;0.167;0.167;0.167;0.2644;0.167;0.167;0.1952;0.167;0.167;0.167;0.275;0.167;0.4008;0.167;0.2118;0.167;0.26;0.167;0.167;0.167;0.167;0.167;0.375;0.2952;0.2036;0.1968;0.167;0.205;0.1968;0.2082;0.207;0.234;0.187;0.1928;0.207;0.1952;0.2118;0.2036;0.1918;0.1952;0.194;0.1986;0.5454;0.1894;0.2118;0.207;0.2118;0.2118;0.2644;0.19;0.1928;0.1986;0.2186;0.167;0.2008;0.1856;0.167;0.2008;0.207
