1;3
2;8
3;6
4;6
5;6
6;6
7;8
8;8
9;1
10;6
11;3
12;3
13;2
14;5
15;6
16;3
17;4
18;4
20;6
21;2
22;2
23;5
24;3
25;3
26;0
26;0
27;6
28;8
29;8
30;4
31;6
32;3
33;6
34;8
35;5
36;2
38;9
39;4
40;4
41;1
42;1
43;3
44;4
45;3
46;1
47;4
48;8
49;4
50;1
51;2
52;8
53;3
54;6
55;6
56;0
57;0
58;4
59;2
60;8
61;5
62;8
63;8
64;2
65;9
65;9
66;8
67;6
68;4
69;5
70;1
70;1
71;2
72;4
73;2
74;4
75;0
76;6
77;5
78;8
79;3
79;3
80;4
81;6
82;8
83;4
84;5
85;3
86;4
87;4
88;3
89;6
90;2
91;4
92;6
93;2
94;4
95;2
96;0
96;0
97;8
98;4
99;2
100;0
101;0
102;5
103;8
104;3
105;4
106;9
107;8
108;3
109;5
110;2
111;3
112;0
113;0
114;6
115;2
116;4
117;4
118;5
119;4
120;1
121;8
122;6
123;6
124;4
125;2
126;4
127;4
128;2
129;8
130;5
131;8
132;0
133;6
134;9
135;6
136;4
137;6
138;3
139;4
140;2
141;6
142;8
143;2
144;9
145;6
146;5
147;8
148;4
149;9
150;9
150;9
151;6
152;5
153;2
154;8
155;8
156;2
157;8
158;2
159;3
161;2
162;4
163;3
164;4
165;2
166;6
167;4
168;8
169;3
170;6
171;4
172;2
173;6
174;8
175;4
176;2
177;3
178;5
178;5
179;5
180;0
181;6
182;8
184;6
185;2
186;1
187;5
188;1
189;5
190;6
191;1
192;6
193;4
194;4
195;2
196;3
197;2
197;2
198;2
199;4
200;3
201;5
202;8
203;0
204;5
205;7
206;5
209;0
210;7
212;0
214;0
216;5
216;5
217;9
218;0
219;2
220;0
221;5
222;7
223;0
224;5
228;7
229;8
230;0
231;0
