1;6
2;5
3;9
4;1
5;1
6;1
7;0
8;1
9;2
10;5
11;6
12;6
13;5
14;8
15;1
16;6
17;4
18;7
19;3
20;0
21;5
22;5
23;8
24;6
25;6
26;1
27;6
28;4
29;0
30;9
31;9
32;6
33;0
34;7
35;8
36;5
37;3
38;9
39;9
40;7
41;2
42;2
43;6
44;4
45;6
46;2
47;7
48;0
49;7
50;2
51;5
52;9
53;6
54;1
55;1
56;3
57;1
58;7
59;5
60;0
61;0
62;4
63;8
64;5
65;0
66;0
67;9
68;4
69;8
70;2
71;5
72;7
73;5
74;4
75;1
76;8
77;8
78;7
79;6
80;9
81;6
82;0
83;7
84;8
85;2
86;9
87;7
88;6
89;8
90;5
91;9
92;9
93;5
94;7
95;5
96;1
97;9
98;9
99;5
100;3
101;9
102;8
103;0
104;2
105;7
106;9
107;1
108;6
109;8
110;1
111;6
112;9
113;1
114;1
115;5
116;9
117;9
118;8
119;9
120;2
121;7
122;6
123;9
124;9
125;5
126;7
127;7
128;4
129;0
130;8
131;9
132;1
133;6
134;3
135;1
136;7
137;6
138;6
139;9
140;5
141;8
142;8
143;5
144;0
145;0
146;9
147;0
148;7
149;0
150;3
151;1
152;8
153;5
154;0
155;0
156;5
157;4
158;5
159;6
160;3
161;5
162;9
163;0
164;7
165;1
166;8
167;4
168;0
169;6
170;9
171;4
172;4
173;9
174;9
175;9
176;5
177;6
178;8
179;0
180;9
181;4
182;9
183;0
184;1
185;5
186;2
187;8
188;2
189;8
190;1
191;2
192;9
193;7
194;7
195;5
196;6
197;5
198;5
199;4
200;6
201;8
202;0
203;9
204;8
205;3
206;8
207;3
208;0
209;3
210;3
211;0
212;3
213;6
214;3
215;5
216;8
217;3
218;3
219;5
220;3
221;8
222;3
223;1
224;8
225;3
226;3
227;3
228;3
229;4
230;1
231;3
