1;7
2;6
3;10
4;2
5;2
6;2
7;1
8;2
9;3
10;6
11;7
12;7
13;6
14;9
15;2
16;7
17;5
18;8
19;4
20;1
21;6
22;6
23;9
24;7
25;7
26;2
27;7
28;5
29;1
30;10
31;10
32;7
33;1
34;8
35;9
36;6
37;4
38;10
39;10
40;8
41;3
42;3
43;7
44;5
45;7
46;3
47;8
48;1
49;8
50;3
51;6
52;10
53;7
54;2
55;2
56;4
57;2
58;8
59;6
60;1
61;1
62;5
63;9
64;6
65;1
66;1
67;10
68;5
69;9
70;3
71;6
72;8
73;6
74;5
75;2
76;9
77;9
78;8
79;7
80;10
81;7
82;1
83;8
84;9
85;3
86;10
87;8
88;7
89;9
90;6
91;10
92;10
93;6
94;8
95;6
96;2
97;10
98;10
99;6
100;4
101;10
102;9
103;1
104;3
105;8
106;10
107;2
108;7
109;9
110;2
111;7
112;10
113;2
114;2
115;6
116;10
117;10
118;9
119;10
120;3
121;8
122;7
123;10
124;10
125;6
126;8
127;8
128;5
129;1
130;9
131;10
132;2
133;7
134;4
135;2
136;8
137;7
138;7
139;10
140;6
141;9
142;9
143;6
144;1
145;1
146;10
147;1
148;8
149;1
150;4
151;2
152;9
153;6
154;1
155;1
156;6
157;5
158;6
159;7
160;4
161;6
162;10
163;1
164;8
165;2
166;9
167;5
168;1
169;7
170;10
171;5
172;5
173;10
174;10
175;10
176;6
177;7
178;9
179;1
180;10
181;5
182;10
183;1
184;2
185;6
186;3
187;9
188;3
189;9
190;2
191;3
192;10
193;8
194;8
195;6
196;7
197;6
198;6
199;5
200;7
201;9
202;1
203;10
204;9
205;4
206;9
207;4
208;1
209;4
210;4
211;1
212;4
213;7
214;4
215;6
216;9
217;4
218;4
219;6
220;4
221;9
222;4
223;2
224;9
225;4
226;4
227;4
228;4
229;5
230;2
231;4
