1;1
2;2
3;3
4;4
5;5
6;6
7;1
8;2
9;7
10;7
11;8
12;7
13;9
14;7
15;7
16;1
17;3
18;5
19;8
20;1
21;6
22;7
23;2
24;7
25;5
26;10
27;8
28;11
29;8
30;2
31;5
32;6
33;1
34;12
35;7
36;3
37;4
38;5
39;2
40;13
41;12
42;6
43;10
44;6
45;12
46;4
47;12
48;10
49;6
50;11
51;8
52;7
53;8
54;13
55;12
56;11
57;2
58;2
59;8
60;11
61;12
62;7
63;11
64;1
65;2
66;7
67;7
68;5
69;8
70;5
71;7
72;1
73;14
74;15
75;9
76;6
77;5
78;9
79;4
80;9
81;9
82;2
83;11
84;4
85;10
86;8
87;2
88;2
89;11
90;11
91;10
92;2
93;8
94;7
95;2
96;5
97;2
98;4
99;4
100;5
101;8
102;8
103;2
104;4
105;11
106;13
107;5
108;7
109;2
110;15
111;11
112;9
113;4
114;12
115;6
116;8
117;6
118;8
119;1
120;2
121;8
122;10
123;12
124;9
125;10
126;8
127;10
128;4
129;15
130;1
131;6
132;8
133;6
134;12
135;11
136;4
137;13
138;4
139;10
140;11
141;15
142;10
143;5
144;5
145;7
146;1
147;5
148;2
149;11
150;15
151;10
152;6
153;5
154;6
155;6
156;9
157;7
158;10
159;9
160;2
161;7
162;11
163;14
164;3
165;1
166;10
167;12
168;12
169;9
170;4
171;11
172;13
173;7
174;4
175;14
176;10
177;5
178;6
179;4
180;15
181;8
182;11
183;3
184;1
185;11
186;8
187;1
188;14
189;3
190;8
191;5
192;12
193;10
194;1
195;1
196;13
197;13
198;1
199;12
200;5
201;5
202;9
203;1
204;9
205;8
206;9
207;1
208;11
209;9
210;7
211;4
212;13
213;2
214;7
215;6
216;12
217;6
218;9
219;12
220;3
221;2
222;10
223;12
224;13
225;10
226;1
227;11
228;14
229;8
230;6
231;7
