1;3
2;8
3;0
4;0
5;0
6;0
7;8
8;0
9;6
10;2
11;3
12;3
13;2
14;5
15;0
16;3
17;2
18;4
20;8
21;2
22;2
23;5
24;3
25;3
26;9
26;9
27;1
28;8
29;8
30;4
31;0
32;3
33;8
34;0
35;5
36;2
38;9
39;4
40;4
41;6
42;6
43;3
44;8
45;3
46;6
47;4
48;8
49;4
50;6
51;3
52;8
53;3
54;0
55;8
56;9
57;9
58;4
59;2
60;8
61;5
62;8
63;8
64;2
65;1
65;1
66;8
67;0
68;2
69;5
70;6
70;6
71;2
72;4
73;2
74;2
75;9
76;5
77;5
78;0
79;3
79;3
80;4
81;1
82;2
83;4
84;5
85;6
86;4
87;4
88;3
89;5
90;2
91;4
92;0
93;2
94;4
95;2
96;9
96;9
97;0
98;4
99;2
100;9
101;0
102;5
103;8
104;6
105;4
106;9
107;0
108;3
109;5
110;0
111;3
112;6
113;9
114;0
115;2
116;4
117;4
118;5
119;4
120;6
121;0
122;1
123;0
124;4
125;2
126;4
127;4
128;2
129;8
130;5
131;0
132;9
133;1
134;7
135;0
136;4
137;5
138;3
139;4
140;2
141;5
142;8
143;2
144;1
145;1
146;5
147;8
148;4
149;1
150;1
150;1
151;2
152;5
153;9
154;8
155;8
156;2
157;8
158;2
159;3
161;2
162;0
163;3
164;4
165;0
166;6
167;2
168;8
169;3
170;0
171;8
172;2
173;0
174;8
175;0
176;2
177;3
178;8
178;8
179;1
180;0
181;0
182;0
184;0
185;9
186;6
187;5
188;6
189;5
190;0
191;6
192;0
193;4
194;4
195;2
196;3
197;2
197;2
198;2
199;2
200;3
201;5
202;8
203;6
204;5
205;7
206;5
209;9
210;7
212;9
214;9
216;5
216;5
217;7
218;9
219;2
220;7
221;5
222;7
223;9
224;5
228;7
229;8
230;9
231;9
